-165645.209410624,-180530.671454737,-165645.211339811,-165645.212304555,-165645.213269398,-165645.214234341,-165645.215199384,-165645.216164527,-165645.217129771,-165645.218095114,-165645.219060557,-165645.2200261,-165645.220991743,-165645.221957486,-165645.222923329,-165645.223889272,-165645.224855315,-165645.225821459,-165645.226787702,-165645.227754046,-165645.22872049,-165645.229687034,-165645.230653678,-165645.231620422,-165645.232587267,-165645.233554212,-165645.234521257,-165645.235488402,-165645.236455648,-165645.237422994,-165645.23839044,-165645.239357986,-165645.240325633,-165645.241293381,-165645.242261229,-165645.243229177,-165645.244197225,-165645.245165374,-165645.246133624,-165645.247101974,-165645.248070424,-165645.249038975,-165645.250007627,-165645.250976379,-165645.251945231,-165645.252914184,-165645.253883238,-165645.254852392,-165645.255821647,-165645.256791003,-165645.257760459,-165645.258730016,-165645.259699674,-165645.260669433,-165645.261639292,-165645.262609252,-165645.263579312,-165645.264549474,-165645.265519736,-165645.266490099,-165645.267460563,-165645.268431128,-165645.269401793,-165645.27037256,-165645.271343427,-165645.272314395,-165645.273285465,-165645.274256635,-165645.275227906,-165645.276199278,-165645.277170751,-165645.278142325,-165645.279114001,-165645.280085777,-165645.281057654,-165645.282029633,-165645.283001712,-165645.283973893,-165645.284946175,-165645.285918558,-165645.286891042,-165645.287863627,-165645.288836314,-165645.289809101,-165645.29078199,-165645.29175498,-165645.292728072,-165645.293701265,-165645.294674559,-165645.295647954,-165645.296621451,-165645.297595049,-165645.298568749,-165645.29954255,-165645.300516452,-165645.301490456,-165645.302464561,-165645.303438767,-165645.304413076,-165645.305387485,-165645.306361996,-165645.307336609,-165645.308311323
-180530.67131472,-155611.784820667,-180530.671594882,-180530.671735156,-180530.671875558,-180530.672016088,-180530.672156746,-180530.672297532,-180530.672438447,-180530.67257949,-180530.672720661,-180530.67286196,-180530.673003388,-180530.673144943,-180530.673286627,-180530.67342844,-180530.67357038,-180530.673712449,-180530.673854646,-180530.673996971,-180530.674139424,-180530.674282006,-180530.674424716,-180530.674567554,-180530.674710521,-180530.674853616,-180530.674996839,-180530.67514019,-180530.675283669,-180530.675427277,-180530.675571013,-180530.675714878,-180530.67585887,-180530.676002991,-180530.676147241,-180530.676291618,-180530.676436124,-180530.676580758,-180530.676725521,-180530.676870411,-180530.67701543,-180530.677160578,-180530.677305853,-180530.677451257,-180530.677596789,-180530.67774245,-180530.677888239,-180530.678034156,-180530.678180202,-180530.678326375,-180530.678472678,-180530.678619108,-180530.678765667,-180530.678912354,-180530.67905917,-180530.679206113,-180530.679353186,-180530.679500386,-180530.679647715,-180530.679795172,-180530.679942758,-180530.680090472,-180530.680238314,-180530.680386284,-180530.680534383,-180530.680682611,-180530.680830967,-180530.680979451,-180530.681128063,-180530.681276804,-180530.681425673,-155611.613771953,-180530.681723797,-155611.608886301,-155611.606443505,-155611.604000729,-155611.601557973,-155611.599115236,-155611.596672519,-155611.594229822,-155611.591787145,-155611.589344488,-155611.586901851,-155611.584459233,-155611.582016635,-155611.579574057,-155611.577131499,-155611.57468896,-155611.572246442,-155611.569803942,-155611.567361463,-155611.564919003,-155611.562476563,-155611.560034143,-155611.557591742,-155611.555149361,-180530.685341339,-180530.685493676,-155611.547822336,-155611.545380033,-155611.54293775,-180530.686104305,-180530.686257283
-155611.787264947,168859.283519875,-155611.782376407,-155611.779932169,-155611.77748795,-155611.775043753,-155611.772599576,-155611.77015542,-155611.767711285,-155611.765267171,-155611.762823077,-155611.760379003,-155611.757934951,-155611.755490919,-155611.753046907,-155611.750602917,-155611.748158946,-155611.745714997,-155611.743271068,-155611.740827159,-155611.738383271,-155611.735939404,-155611.733495557,-155611.731051731,-155611.728607925,-155611.72616414,-155611.723720375,-155611.72127663,-155611.718832907,-155611.716389203,-155611.71394552,-155611.711501857,-155611.709058215,-155611.706614593,-155611.704170992,-155611.701727411,-155611.69928385,-155611.696840309,-155611.694396789,-155611.691953289,-155611.68950981,-155611.687066351,-155611.684622912,-155611.682179493,-155611.679736095,-155611.677292717,-155611.674849359,-155611.672406021,-155611.669962704,-155611.667519407,-155611.66507613,-155611.662632873,-155611.660189636,-155611.657746419,-155611.655303223,-155611.652860047,-155611.65041689,-155611.647973754,-155611.645530638,-155611.643087543,-155611.640644467,-155611.638201411,-155611.635758375,-155611.633315359,-155611.630872364,-155611.628429388,-155611.625986432,-155611.623543497,-155611.621100581,-155611.618657685,-155611.616214809,168859.386398472,-155611.611329117,168859.389331927,168859.390798531,168859.392265053,168859.393731493,168859.39519785,168859.396664125,168859.398130317,168859.399596428,168859.401062456,168859.402528401,168859.403994265,168859.405460046,168859.406925744,139376.859554109,168859.409856895,168859.411322347,168859.412787717,168859.414253004,139376.857587916,168859.417183332,168859.418648373,139376.85640603,168859.421578208,-155611.552707,-155611.550264658,168859.425972342,168859.42743689,168859.428901355,-155611.540495487,-155611.538053243
168859.282047252,-77366.6944260414,168859.284992415,168859.286464872,168859.287937247,168859.28940954,168859.290881749,168859.292353877,168859.293825921,168859.295297883,168859.296769763,168859.29824156,168859.299713275,168859.301184907,168859.302656456,168859.304127923,168859.305599308,168859.30707061,168859.308541829,168859.310012966,168859.31148402,168859.312954992,168859.314425882,168859.315896688,168859.317367413,168859.318838055,168859.320308614,168859.321779091,168859.323249486,168859.324719798,168859.326190027,168859.327660174,168859.329130239,168859.330600221,168859.332070121,168859.333539938,168859.335009673,168859.336479325,168859.337948895,168859.339418382,168859.340887788,168859.34235711,168859.34382635,168859.345295508,168859.346764583,168859.348233576,168859.349702487,168859.351171315,168859.35264006,168859.354108723,168859.355577304,168859.357045803,168859.358514219,168859.359982552,168859.361450804,168859.362918972,168859.364387059,168859.365855063,168859.367322985,168859.368790824,168859.370258581,168859.371726256,168859.373193848,168859.374661358,168859.376128785,168859.37759613,168859.379063393,168859.380530574,168859.381997672,168859.383464688,168859.384931621,-77366.5552982716,168859.387865241,-77366.5513237327,-77366.5493364731,139376.86386383,139376.863472941,-77366.5433747327,-77366.5413874987,-77366.539400271,-77366.5374130496,139376.861515784,139376.861123811,139376.860731657,139376.860339322,139376.859946806,-190445.361606118,139376.859161232,139376.858768174,139376.858374935,139376.857981516,-190445.358967241,139376.857194135,139376.856800173,-190445.357383983,139376.856011707,168859.423043001,-77366.5036312051,-77366.5016440896,-77366.4996569796,139376.854037377,-77366.4956827759,139376.85324638
-77366.6964138821,139376.892288528,-77366.69243821,-77366.6904503881,-77366.6884625754,-77366.6864747721,-77366.684486978,-77366.6824991931,-77366.6805114174,-77366.6785236508,-77366.6765358934,-77366.6745481449,-77366.6725604055,-77366.670572675,-77366.6685849534,-77366.6665972408,-77366.664609537,-77366.662621842,-77366.6606341557,-77366.6586464782,-77366.6566588094,-77366.6546711492,-77366.6526834976,-77366.6506958546,-77366.6487082201,-77366.6467205941,-77366.6447329765,-77366.6427453674,-77366.6407577666,-77366.6387701741,-77366.6367825899,-77366.6347950139,-77366.6328074462,-77366.6308198866,-77366.6288323351,-77366.6268447917,-77366.6248572564,-77366.622869729,-77366.6208822096,-77366.6188946982,-77366.6169071946,-77366.6149196988,-77366.6129322109,-77366.6109447307,-77366.6089572582,-77366.6069697934,-77366.6049823363,-77366.6029948868,-77366.6010074448,139376.873963538,-77366.5970325833,139376.873190972,-77366.5930577515,-77366.5910703467,-77366.5890829492,-77366.5870955589,-77366.5851081759,-77366.5831208001,-77366.5811334314,-77366.5791460699,-77366.5771587154,-77366.575171368,-77366.5731840275,-77366.571196694,-77366.5692093675,-77366.5672220478,-77366.5652347349,-77366.5632474288,-77366.5612601295,-77366.5592728369,-77366.5572855509,139376.86542558,-77366.5533109989,139376.864645066,139376.864254539,-190445.367412149,-190445.366884299,139376.863081871,139376.862690621,139376.862299189,139376.861907577,-190445.364245138,-190445.363717323,-190445.363189513,-190445.362661709,-190445.362133911,-81772.3333740449,-190445.361078332,-190445.36055055,-190445.360022775,-190445.359495005,-81772.307480645,-190445.358439483,-190445.35791173,-81772.2919438265,-190445.356856242,139376.855617202,139376.855222517,139376.854827651,139376.854432605,-190445.354217621,139376.853641969,-190445.353162212
-190445.407017104,-81772.7733118135,139376.891910997,139376.891533285,-190445.404904029,-190445.404375775,139376.890399069,139376.890020636,139376.889642023,139376.88926323,139376.888884256,139376.888505102,139376.888125767,139376.887746252,139376.887366557,139376.886986681,139376.886606625,139376.886226389,139376.885845972,139376.885465375,139376.885084597,139376.884703639,139376.8843225,139376.883941181,139376.883559682,139376.883178002,139376.882796141,139376.8824141,139376.882031879,139376.881649478,139376.881266895,139376.880884133,139376.88050119,139376.880118066,139376.879734762,139376.879351277,139376.878967612,139376.878583767,139376.87819974,139376.877815534,139376.877431147,139376.877046579,139376.876661831,139376.876276902,139376.875891793,139376.875506503,139376.875121033,139376.874735382,139376.87434955,-190445.381138233,139376.873577346,-190445.380082243,139376.872804419,139376.872417684,139376.872030769,139376.871643674,139376.871256398,139376.870868941,139376.870481303,139376.870093486,139376.869705487,139376.869317308,139376.868928948,139376.868540407,139376.868151686,139376.867762784,139376.867373702,139376.866984439,139376.866594995,139376.866205371,139376.865815566,-190445.369523603,139376.865035414,-190445.368467865,-190445.367940004,-81772.3903338062,-81772.3851559713,-190445.366356456,-190445.365828618,-190445.365300785,-190445.364772959,-81772.359265821,-81772.3540875957,-81772.3489093055,-81772.3437309503,-81772.33855253,34194.5228915036,-81772.3281954947,-81772.3230168797,-81772.3178381997,-81772.3126594548,34194.5242548027,-81772.3023017704,-81772.2971228309,34194.5250727822,-81772.2867647573,-190445.356328506,-190445.355800776,-190445.355273052,-190445.354745333,-81772.2608684397,-190445.353689913,-81772.2505094594
-81772.7784847202,34194.499715419,-190445.405960555,-190445.405432289,34194.5005333984,34194.5008060582,-190445.403847526,-190445.403319283,-190445.402791045,-190445.402262814,-190445.401734588,-190445.401206368,-190445.400678153,-190445.400149944,-190445.399621741,-190445.399093544,-190445.398565352,-190445.398037167,-190445.397508986,-190445.396980812,-190445.396452643,-190445.39592448,-190445.395396323,-190445.394868171,-190445.394340025,-190445.393811885,-190445.39328375,-190445.392755622,-190445.392227499,-190445.391699381,-190445.39117127,-190445.390643164,-190445.390115063,-190445.389586969,-190445.38905888,-190445.388530797,-190445.38800272,-190445.387474648,-190445.386946582,-190445.386418522,-190445.385890467,-190445.385362418,-190445.384834375,-190445.384306338,-190445.383778306,-190445.38325028,-190445.382722259,-190445.382194245,-190445.381666236,-81772.5249346081,-190445.380610235,-81772.5145822694,-190445.379554257,-190445.379026277,-190445.378498302,-190445.377970333,-190445.37744237,-190445.376914412,-190445.37638646,-190445.375858514,-190445.375330573,-190445.374802638,-190445.374274709,-190445.373746786,-190445.373218868,-190445.372690956,-190445.37216305,-190445.371635149,-190445.371107254,-190445.370579365,-190445.370051481,-81772.4110444941,-190445.368995731,-81772.4006892804,-81772.3955115759,34194.5198922456,34194.5201649054,-81772.3799780714,-81772.3748001064,-81772.3696220763,-81772.3644439812,34194.5215282045,34194.5218008644,34194.5220735242,34194.522346184,34194.5226188438,85924.3344085894,34194.5231641635,34194.5234368233,34194.5237094831,34194.5239821429,85924.3384984911,34194.5245274626,34194.5248001224,85924.3409524321,34194.525345442,-81772.2815856234,-81772.2764064246,-81772.2712271611,-81772.2660478327,34194.5267087411,-81772.2556889819,34194.5272540608
34194.4994427591,85924.2648802595,-81772.7681388402,-81772.7629658005,85924.2673342006,85924.2681521809,34194.501078718,34194.5013513779,34194.5016240377,34194.5018966975,34194.5021693573,34194.5024420172,-81772.7164054633,34194.5029873368,34194.5032599966,34194.5035326564,-81772.6957102605,-81772.6905362948,34194.5043506359,34194.5046232957,-81772.6750140011,-81772.669839771,-81772.6646654752,-81772.6594911135,-81772.6543166856,-81772.6491421921,-81772.6439676325,-81772.638793007,-81772.6336183157,34194.5073498939,-81772.6232687355,-81772.6180938466,-81772.612918892,-81772.6077438715,-81772.6025687853,-81772.5973936333,-81772.5922184156,-81772.5870431321,-81772.5818677824,-81772.576692367,-81772.5715168864,-81772.5663413402,-81772.5611657283,-81772.5559900508,-81772.5508143076,-81772.5456384989,-81772.5404626245,-81772.5352866846,-81772.5301106791,34194.5128030903,-81772.5197584715,34194.5133484099,-81772.5094060018,-81772.5042296688,-81772.4990532703,-81772.4938768063,-81772.4887002769,-81772.483523682,-81772.4783470218,-81772.4731702962,-81772.4679935052,-81772.4628166488,-81772.4576397271,-81772.4524627401,-81772.4472856877,-81772.4421085701,-81772.4369313872,-81772.431754139,-81772.4265768256,-81772.421399447,-81772.4162220031,34194.5188016063,-81772.4058669198,34194.519346926,34194.5196195858,85924.3254108056,85924.3262287859,34194.5204375653,34194.5207102251,34194.5209828849,34194.5212555447,85924.3303186877,85924.331136668,85924.3319546484,85924.3327726287,85924.3335906091,12311.9498469237,85924.3352265697,85924.3360445501,85924.3368625304,85924.3376805108,12311.9512102212,85924.3393164715,85924.3401344518,12311.9520281997,85924.3417704125,34194.5256181018,34194.5258907617,34194.5261634215,34194.5264360813,85924.3458603142,34194.5269814009,85924.3474962749
85924.2640622791,12311.9266708662,34194.4999880788,34194.5002607386,12311.9274888447,12311.9277615042,85924.2689701613,85924.2697881416,85924.270606122,85924.2714241024,85924.2722420827,85924.2730600631,34194.502714677,85924.2746960238,85924.2755140042,85924.2763319845,34194.5038053163,34194.5040779761,85924.2787859256,85924.2796039059,34194.5048959555,34194.5051686153,34194.5054412752,34194.505713935,34194.5059865948,34194.5062592546,34194.5065319144,34194.5068045743,34194.5070772341,85924.2877837095,34194.5076225537,34194.5078952135,34194.5081678733,34194.5084405332,34194.508713193,34194.5089858528,34194.5092585126,34194.5095311724,34194.5098038323,34194.5100764921,34194.5103491519,34194.5106218117,34194.5108944715,34194.5111671314,34194.5114397912,34194.511712451,34194.5119851108,34194.5122577706,34194.5125304305,85924.3041433166,34194.5130757501,85924.3057792773,34194.5136210697,34194.5138937296,34194.5141663894,34194.5144390492,34194.514711709,34194.5149843688,34194.5152570287,34194.5155296885,34194.5158023483,34194.5160750081,34194.516347668,34194.5166203278,34194.5168929876,34194.5171656474,34194.5174383072,34194.5177109671,34194.5179836269,34194.5182562867,34194.5185289465,85924.3221388842,34194.5190742662,85924.3237748449,85924.3245928252,12311.9468476693,12311.9471203287,85924.3270467663,85924.3278647466,85924.328682727,85924.3295007073,12311.9484836262,12311.9487562857,12311.9490289452,12311.9493016047,12311.9495742642,-74710.8779095156,12311.9501195832,12311.9503922427,12311.9506649022,12311.9509375617,-74710.883362698,12311.9514828807,12311.9517555402,-74710.8866346074,12311.9523008592,85924.3425883928,85924.3434063732,85924.3442243535,85924.3450423338,12311.9536641566,85924.3466782945,12311.9542094756
12311.9263982067,-74710.7852054153,85924.2656982398,85924.2665162202,-74710.7884773248,-74710.7895679613,12311.9280341637,12311.9283068232,12311.9285794827,12311.9288521422,12311.9291248017,12311.9293974612,85924.2738780434,12311.9299427802,12311.9302154398,12311.9304880993,85924.2771499649,85924.2779679452,12311.9313060778,12311.9315787373,85924.2804218863,85924.2812398667,85924.282057847,85924.2828758274,85924.2836938078,85924.2845117881,85924.2853297684,85924.2861477488,85924.2869657292,12311.9343053323,85924.2886016899,85924.2894196702,85924.2902376506,85924.2910556309,85924.2918736113,85924.2926915916,85924.293509572,85924.2943275523,85924.2951455327,85924.295963513,85924.2967814934,85924.2975994737,85924.2984174541,85924.2992354345,85924.3000534148,85924.3008713952,85924.3016893755,85924.3025073559,85924.3033253362,12311.9397585224,85924.3049612969,12311.9403038414,85924.3065972576,85924.307415238,85924.3082332183,85924.3090511987,85924.309869179,85924.3106871593,85924.3115051397,85924.31232312,85924.3131411004,85924.3139590807,85924.3147770611,85924.3155950414,85924.3164130218,85924.3172310021,85924.3180489825,85924.3188669628,85924.3196849432,85924.3205029235,85924.3213209039,12311.9457570313,85924.3229568645,12311.9463023503,12311.9465750098,-74710.8659125145,-74710.867003151,12311.9473929882,12311.9476656477,12311.9479383072,12311.9482109667,-74710.8724563333,-74710.8735469698,-74710.8746376062,-74710.8757282427,-74710.8768188792,27725.8503982131,-74710.8790001521,-74710.8800907886,-74710.881181425,-74710.8822720615,27725.8531248108,-74710.8844533344,-74710.8855439709,27725.8547607694,-74710.8877252438,12311.9525735187,12311.9528461781,12311.9531188376,12311.9533914971,-74710.8931784261,12311.9539368161,-74710.895359699
